id,title,releaseDate,seasonCount,rating,genres,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,created_by,production_companies,director,writer,top_cast
1000300563,Samurai Jack,2001-08-10,5.0,TV-MA,"Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,Thriller","Long ago, in a distant land, I, Aku, the shape shfiting Master of Darkness, unleashed an unspeakable evil. But a foolish samurai warrior wielding a magic sword stepped forward to oppose me. Before the final blow was struck, I tore open a portal in time and flung him into the future, where my evil is law. Now, the fool seeks to return to the past and undo the future that is Aku!

This cartoon from Dexter's Labratory creator Genndy Tartakovsky tells the story of a great warrior displaced to the distant future by the evil shape-shifting wizard Aku. The world has become a bleak place under the rule of Aku, segregated into fantastic tribes and ruled by Aku's evil robot warlords. Jack travels this foreign landscape in search of a time portal that can return him to his home time so he can ""undo the future that is Aku!"".

Samurai Jack is currently shown around the world on the following networks:

Cartoon Network in US, Australia, Hong Kong, Latin America (dubbed into Spanish) and Japan (dubbed into Japanese).
YTV in Canada
Toonami in UK
A total of 52 episodes have been ordered by Cartoon Network.
On DVD you can still get the opening Movie (first 3 episodes), and from 4th May 2004, the first 13 episodes will be released in a ""Season One"" box set. (All releases in Region 1(US/Canada) only)

There was a live action movie rumoured to be ""in the works"" but news of this has dried up, and we don't know its current status.",23.0,"In the future evil takes many forms, and our only hope is one man from the past.",93.0,7,Universal acclaim,88,521,Universal acclaim,Genndy Tartakovsky,"Cartoon Network Studios,Williams Street,Cartoon Network,2x2,Adult Swim,CNX,Cartoon Network,Cartoon Network,HBO España,HBO Max,Hollydan Works,Kids' WB,Manga Entertainment,Warner Bros. Home Entertainment,Warner Bros. Television,Warner Home Video,Warner Home Video,Warner Home Video,Warner Home Video,Warner Home Video,YTV","Genndy Tartakovsky,Randy Myers,Robert Alvarez,Rob Renzetti","Genndy Tartakovsky,Bryan Andrews,Brian Larsen,Chris Reccardi,Darrick Bachman,Paul Rudish,Charlie Bean,Aaron Springer","Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,Grey Griffin,Tara Strong,Tom Kenny,Daran Norris,Greg Baldwin,John DiMaggio,Jennifer Hale,Dee Bradley Baker,Sab Shimono,Richard McGonagle,Lauren Tom,Keone Young,Rob Paulsen,Clyde Kusatsu,Aaron LaPlante,Mike Bell"
1000357338,Atlanta,2016-09-06,4.0,TV-MA,"Comedy,Drama,Music","Earnest ""Earn"" Marks (Donald Glover) returns to his hometown of Atlanta to discovers his cousin Alfred Miles (Brian Tyree Henry) is seen as a hot upcoming rapper and seeks to guide his career to the big time.",30.0,,92.0,99,Universal acclaim,83,932,Universal acclaim,Donald Glover,"FX Productions,MGMT Entertainment,FX Network,FX Canada,20th Century Fox Home Entertainment,BeTV,Disney Media Distribution (DMD),Disney+,Disney+,FOX,FX Network,Fox Network,Fox Premium Series,Fox,Fox,Fox,Fox,Fox,Hulu,ITVX,OCS City,SBS Viceland,SBS on Demand,Special Broadcasting Service (SBS),Star,Ingenuity Studios",Hiro Murai,"Donald Glover,Jamal Olori,Stephen Glover,Taofik Kolade","Donald Glover,Brian Tyree Henry,LaKeith Stanfield,Zazie Beetz,Khris Davis,RJ Walker,Harold House Moore,Matthew Barnes,Myra Lucretia Taylor,Tobias Segal,Austin Elle Fisher,Katt Williams,Adriyan Rae,Isiah Whitlock Jr.,Cranston Johnson,Griffin Freeman,Hugh Coles,Derrick J. Haywood,Brandon Hirsch,Cree Summer"
1000359569,Homecoming: A Film by Beyoncé,2019-04-17,,TV-MA,"Documentary,Music","The documentary film about Beyoncé's 2018 Coachella performance promises interviews, behind-the-scenes footage and information about the creation of her concept.",137.0,A Film by Beyonce,93.0,14,Universal acclaim,91,368,Universal acclaim,,"PRG,Southpaw Productions,Netflix,Netflix,Netflix,The-Artery","Beyoncé,Ed Burke",Beyoncé,"Beyoncé,Jay-Z,Kelly Rowland,Michelle Williams,Solange,Crystal 'Rovel' Torres,Samaria Barnes,Joe Brown,Marvin Brown,Nirine S. Brown,Blue Ivy Carter,Rumi Carter,Sir Carter,Ashley Cruz,Diddi Emah,Devine Evans,Sydney Hardeman,Rashaad Horne,Marc Inniss,Naarai Jacobs"
1000361968,Romeo & Juliet,2021-04-04,,,"Drama,Romance",Simon Godwin's version of Shakespeare's Romeo and Juliet filmed at London's National Theatre with Jessie Buckley and Josh O'Connor as the doomed young lovers airs as a part of PBS's Great Performances. ,95.0,,92.0,7,Universal acclaim,55,11,Mixed or average,,"Cuba Pictures,National Theatre,Sabel Productions,Public Broadcasting Service (PBS),Sky Arts",Simon Godwin,"Emily Burns,William Shakespeare","Fisayo Akinade,Jessie Buckley,Ella Dacres,Deborah Findlay,Tamsin Greig,Ellis Howard,Lloyd Hutchinson,David Judge,Adrian Lester,Lucian Msamati,Alex Mugnaioni,Josh O'Connor,Shubham Saraf,Colin Tierney"
1000361975,The Underground Railroad,2021-05-13,1.0,TV-MA,"Drama,Fantasy,History,War",Cora (Thuso Mbedu) and Caesar (Aaron Pierre) escape from a plantation and learn the Underground Railroad is an actual physical underground railway line. But a bounty hunter named Ridgeway (Joel Edgerton) is determined to bring Cora back in this Barry Jenkins adaptation of Colson Whitehead's novel of the same name.,59.0,,92.0,37,Universal acclaim,76,160,Generally favorable,,"Amazon Studios,Big Indie Pictures,PASTEL,Plan B Entertainment,Amazon Prime Video,PixStone Images,Double Negative (DNEG)",Barry Jenkins,"Jihan Crowther,Colson Whitehead,Barry Jenkins","Thuso Mbedu,Chase Dillon,Joel Edgerton,Reshonnah Harvey,Aaron Pierre,Sheila Atim,Peter Mullan,William Jackson Harper,Jeff Pope,Lucius Baston,Marcus Gladney Jr.,Kraig Dane,Kylee D. Allen,Ryan James,Mychal-Bella Bowman,Luray Cooper,Trevor David,Monique Grant,Sherry Richards,Zsane Jhe"
1000357404,Fleabag,2016-07-21,2.0,TV-MA,"Comedy,Drama","Based on the play by Phoebe Waller-Bridge, the BBC3 comedy series focuses on an angry, self-loathing 20-something nicknamed Fleabag who struggles with running her cafe and the memory of the death of her best friend.",30.0,,92.0,40,Universal acclaim,83,929,Universal acclaim,,"Two Brothers Pictures,Amazon Prime Video,BBC Three,British Broadcasting Corporation (BBC),Amazon Prime Video,Amazon Prime Video,Amazon Prime Video,Cosmote Series,Justbridge Entertainment,Justbridge Entertainment,One Gate Media,WOWOW Prime,Yleisradio (YLE)","Harry Bradbeer,Tim Kirkby",Phoebe Waller-Bridge,"Phoebe Waller-Bridge,Sian Clifford,Olivia Colman,Jenny Rainsford,Bill Paterson,Brett Gelman,Andrew Scott,Hugh Skinner,Ben Aldridge,Hugh Dennis,Jamie Demetriou,Kae Alexander,Anthony Welsh,Ray Fearon,Christian Hillborg,David Hargreaves,Angus Imrie,Christopher Colquhoun,Kristin Scott Thomas,Camilla Roholm"
1000300328,My So-Called Life,1994-08-25,1.0,TV-14,"Comedy,Drama,Romance","My So-Called Life started in 1994 on ABC. It was very popular. It was a show that many could relate to and came off as more realistic than many other high school shows. Unfortunately, ABC cancelled it after one season.   It has remained a favorite for long after.  There are many questions left unresolved. If there was a season 2, would Rayanne and Angela be friends? Would Graham overcome his fidelity issues?  Would Angela ditch dreamboat Jordan Catalano and go with geeky Brian Krakow? We'll never know.",,You know how it feels.,92.0,19,Universal acclaim,84,48,Universal acclaim,Winnie Holzman,"The Bedford Falls Company,ABC Productions,ABC Video Enterprises,Capital Cities Television Productions,American Broadcasting Company (ABC),Disney-ABC Domestic Television,Buena Vista Television,NHK,BMG Video,The Family Channel,Noggin,Shout! Factory,Free Dolphin Entertainment,ABC Distribution Co.,Buena Vista International,Disney+","Mark Piznarski,Scott Winant,Todd Holland","Winnie Holzman,Jill Gordon,Jason Katims,Ellen Herman,Betsy Thomas,Adam Dooley,Elizabeth Gill","Bess Armstrong,Wilson Cruz,Claire Danes,Devon Gummersall,A.J. Langer,Jared Leto,Devon Odessa,Lisa Wilhoit,Tom Irwin,Mary Kay Place,Johnny Green,Lisa Waltz,May Quigley,Jeff Perry,Patti D'Arbanville,Danton Stone,Senta Moses,Stanley DeSantis,Margaret Nagle,Winnie Holzman"
1000366326,The Last Movie Stars,2022-07-21,1.0,TV-MA,Documentary,"The six-part Ethan Hawke documentary about Joanne Woodward and Paul Newman features archival interviews of Woodward and Newman as well as new interviews with Sally Field, Melanie Griffith, and Martin Scorsese.",60.0,,91.0,16,Universal acclaim,77,27,Generally favorable,,"Nook House Productions,Under the Influence Productions,HBO Max,CNN+,HBO Max",Ethan Hawke,"Paul Newman,Emily Wachtel,Stewart Stern","George Clooney,Zoe Kazan,Laura Linney,Josh Hamilton,Jonathan Marc Sherman,Brooks Ashmanskas,Martin Scorsese,Sam Rockwell,Ethan Hawke,Alessandro Nivola,Stephanie Newman,Billy Crudup,Claire Newman,Melissa Newman,Sally Field,LaTanya Richardson Jackson,Karen Allen,Tom McCarthy,Steve Zahn,Barry Poltermann"
1000366399,This Is Going To Hurt,2022-02-08,1.0,TV-14,"Biography,Comedy,Drama","The adaptation of Adam Kay's memoir of the same name follows Adam (Ben Whishaw) as he deals with the challenges of working the OB-GYN ward of a British NHS hospital.

[Premiered originally in the UK on BBC One on 8 Feb 2022 and in the US on AMC+/Sundance Now on 2 Jun 2022]",45.0,,91.0,20,Universal acclaim,76,87,Generally favorable,,"British Broadcasting Corporation (BBC),Sister Pictures,Terrible Productions,AMC+,BBC One,AMC+,British Broadcasting Corporation (BBC),BBC iPlayer,American Movie Classics (AMC),BBC First,Binge,Canal+ Polska,Canal+,Movistar Plus+,Polyband,Rádio e Televisão de Portugal (RTP),Sundance Now,ZDF Mediathek,ZDFneo,Jellyfish Pictures,MACHINESHOP,Millennium FX,Sub-Zero Animation","Lucy Forbes,Tom Kingsley","Adam Kay,Maya Sondhi","Ben Whishaw,Ambika Mod,Rory Fleck Byrne,Michele Austin,Alex Jennings,Tom Durant Pritchard,Ashley McGuire,Harriet Walter,Kadiff Kirwan,Hannah Onslow,Philippa Dunne,Rosie Akerman,Michael Workeye,Josie Walker,Agata Jarosz,Sara Kestelman,Grace Cookey-Gam,Alice Orr-Ewing,Alison Arellano,Bally Gill"
1000342264,Borgen,2010-09-26,4.0,TV-14,Drama,"The Danish political drama produced by the same people as the Danish version of The Killing follows Birgitte Nyborg (Sidse Babett Knudsen) as she becomes Prime Minister.

[Premiered originally on Denmark's D1 on 26 Sep 2010; to begin airing on Netflix US on 1 Sep 2020 and a season 4 is expected in 2022]",58.0,,91.0,12,Universal acclaim,84,56,Universal acclaim,Adam Price,"Danmarks Radio (DR),Norsk Rikskringkasting (NRK),Sveriges Television (SVT),Yleisradio (YLE),Nordisk Film & TV-Fond,Nordvision,SAM Productions,Link TV,Danmarks Radio (DR),ARTE,ARTE,AVA,Arbeitsgemeinschaft der öffentlich-rechtlichen Rundfunkanstalten der Bundesrepublik Deutschland (ARD),BBC One,British Broadcasting Corporation (BBC),Canvas,Das Erste,ETV (Eesti Televisioon),Einsfestival,Film1 Series,Google Play,Hessischer Rundfunk (HR),JTBC,Lumière Home Entertainment,Lumière Home Entertainment,Lumière Home Entertainment,MagentaTV,Netflix,Netflix,Norsk Rikskringkasting (NRK),ORF 2,ORF III,Prime Series,SRF 1,Super! Drama TV,Sveriges Television (SVT),Verenigde Arbeiders Radio Amateurs (VARA),Videoload,WDR Fernsehen,WVG Medien,Warner Home Video,Westdeutscher Rundfunk (WDR),Yleisradio (YLE),eOne Home Entertainment,hr-fernsehen,iTunes,Österreichischer Rundfunk (ORF)",,"Adam Price,Jeppe Gjervig Gram,Tobias Lindholm,Maja Jul Larsen,Emilie Lebech Kaae,Martin Lidegaard","Sidse Babett Knudsen,Birgitte Hjort Sørensen,Søren Malling,Lisbeth Wulff,Freja Riemann,Kasper Lange,Emil Poulsen,Mikael Birkkjær,Thomas Levin,Pilou Asbæk,Benedikte Hansen,Anders Juul,Lars Knutzon,Peter Mygind,Søren Spanning,Morten Kirkskov,Christoph Bastrup,Jens Albinus,Bjarne Henriksen,Ole Thestrup"
1000339328,Frozen Planet,2011-10-26,1.0,TV-PG,Documentary,"Narrated by Alec Baldwin, the BBC and Discovery coproduced documentary series goes north and south to cover life in the Arctic and Antarctic.",60.0,,91.0,15,Universal acclaim,87,54,Universal acclaim,,"British Broadcasting Corporation (BBC),Discovery Channel,Antena 3 Televisión,Zweites Deutsches Fernsehen (ZDF),SKAI,The Open University,BBC Bristol,Discovery Channel Canada,National Science Foundation (NSF),Discovery Channel,BBC Worldwide,British Broadcasting Corporation (BBC),2 Entertain Video,2 Entertain Video,CNN Türk,Canvas,Danmarks Radio (DR),Digi World,Divisa Home Video,Dutch FilmWorks (DFW),Dutch FilmWorks (DFW),Evangelische Omroep (EO),France Télévisions,Magyar Televízió,Netflix,Nine Network Australia,Polyband,SKAI,TNU - Canal 5","Paul Spillenger,Mark Linfield","Paul Spillenger,David Attenborough","David Attenborough,Alec Baldwin,Chadden Hunter,Michael Kelem,Ted Giffords,Niobe Thompson,Doug Allan,Doug Anderson,Mark Linfield,Gavin Thurston,Jeff Wilson,John Aitchison,Jamie McPherson,Didier Noirot,Mark Smith,Vanessa Berlowitz,Jeff Turner,Hugh Miller,Miles Barton,Matthew Swarbrick"
1000367993,Adolescence,2025-03-13,1.0,TV-MA,"Crime,Drama,Thriller",13-year-old Jamie Miller (Owen Cooper) is accused of murdering a classmate in the four-part limited series co-created and written by Stephen Graham and Jack Thorne. Each episode was filmed in one continuous take.,60.0,A child accused. Everyone left to answer.,91.0,29,Universal acclaim,69,503,Generally favorable,"Stephen Graham,Jack Thorne","It's All Made Up Productions,Matriarch Productions,Plan B Entertainment,Warp Films,Netflix",Philip Barantini,"Stephen Graham,Jack Thorne","Owen Cooper,Stephen Graham,Ashley Walters,Faye Marsay,Christine Tremarco,Amelie Pease,Bidi Iredale,Austin Haynes,Erin Doherty,Tajinder Singh Chana,Jo Hartley,Douglas Russell,Robbie O'Neill,Kaine Davis,Claudius Peters,Liam Hawkins-Finnegan,Lewis Pemberton,Amari Bacchus,Anne Hornby,Kaya Moore"
1000358605,The Zen Diaries of Garry Shandling,2018-03-26,,TV-MA,"Documentary,Biography,Comedy,Drama","The two-part documentary by Judd Apatow about the comedian features interviews with over 40 friends and family, including James L. Brooks, Jim Carrey, Sacha Baron Cohen, David Coulier, Jon Favreau, Jay Leno, Kevin Nealon, Conan O’Brien, Bob Saget, Jerry Seinfeld and Sarah Silverman.",259.0,,90.0,9,Universal acclaim,71,10,Generally favorable,,"Apatow Productions,Home Box Office (HBO),HBO Max",Judd Apatow,,"Garry Shandling,Judd Apatow,Kevin Nealon,Mike Shandling,Eric Cohen,Merrill Markoe,Gavin de Becker,Lewis Smith,John Markus,Jim Carrey,Bob Saget,Dave Coulier,Jay Leno,Chuck Schumacher,Bruce Grayson,Ed Solomon,Brad Grey,Paul Willson,Alan Zweibel,Al Jean"
1000361664,It's a Sin,2021-01-22,1.0,TV-MA,Drama,"The five-part miniseries written and created by Russell T Davies is set in the early 1980s where five friends (Olly Alexander, Omari Douglas, Callum Scott Howells, Lydia West and Nathaniel Curtis) move to London and find their lives forever changed by HIV/AIDS.

[Premiered originally in the UK on Channel 4 on 22 Jan 2021 and in the US on HBO Max on 18 Feb 2021]",45.0,,91.0,26,Universal acclaim,81,114,Universal acclaim,,"Red Production Company,HBO Max,All3Media,Channel 4,All4,Dazzler Media,Disney+,Amazon Prime Video,Canal+,Canvas,Cosmote Series,Cosmote TV,HBO España,HBO Max,HBO Nordic,Nederlandse Publieke Omroep (NPO),Radio Télévision Belge Francophone (RTBF),Stan,StarzPlay,StarzPlay,TVNZ,Vrijzinnig Protestantse Radio Omroep (VPRO)",Peter Hoar,Russell T. Davies,"Olly Alexander,Nathaniel Curtis,Shaun Dooley,Omari Douglas,Lydia West,Keeley Hawes,Neil Ashton,Callum Scott Howells,Toto Bruin,David Carlyle,Tracy-Ann Oberman,Delroy Brown,Shaniqua Okwok,Michelle Greenidge,Andria Doherty,Paul Candelent,Stephen Fry,Ken Christiansen,David Gregan-Jones,Natasha Calland"
1000357169,The Night Of,2016-06-24,1.0,TV-MA,"Crime,Drama,Mystery","The limited crime drama series created by Steven Zaillian and Richard Price (loosely based on BBC series Criminal Justice) examines the New York City criminal system through attorney Jack Stone (John Turturro) and his client, a young Pakistani named Nasir Khan (Riz Ahmed), who is accused of murder.",60.0,What happened,90.0,40,Universal acclaim,87,624,Universal acclaim,"Richard Price,Steven Zaillian,Peter Moffat","BBC Drama Productions,BBC Worldwide Productions,Bad Wolf,Film Rites,Home Box Office (HBO),Home Box Office (HBO),24TV,Amediateka,Constantin Film,DiziMax,HBO España,HBO Max,Home Box Office (HBO),IVI,KINO1TV,KION,NTV-PLUS Online TV,OKKO,Sky Atlantic HD,Sky Atlantic,Star Channel,Universal Pictures,WINK","Steven Zaillian,James Marsh","Richard Price,Steven Zaillian,Peter Moffat","Riz Ahmed,John Turturro,Bill Camp,Amara Karan,Payman Maadi,Jeannie Berlin,Poorna Jagannathan,Michael Kenneth Williams,Paul Sparks,Syam M. Lafi,Sofia Black-D'Elia,Afton Williamson,Paulo Costanzo,Nabil Elouahabi,Mustafa Shakir,Joshua Bitton,Lord Jamar,Esau Pritchett,J.D. Williams,Frank Wood"
1000341946,The Corner,2000-04-16,1.0,TV-MA,"Crime,Drama","Based on the nonfiction book ""The Corner: A Year in the Life of an Inner-City Neighborhood"", by journalists David Simon and Edward Burns, The Corner presents the world of Fayette Street using real names and real events. The Corner tells the true story of men, women and children living amid the open-air drug markets of West Baltimore. It chronicles a year in the lives of 15-year old DeAndre McCullough (Sean Nelson, ""THE WOOD""), his mother Fran Boyd (Khandi Alexander), and his father Gary McCullough (T.K. Carter), as well as other addicts and low-level drug dealers caught up in the twin-engine economy of heroin and cocaine.",60.0,"On the front lines of America's drug war, one family is living in the crossfire.",90.0,21,Universal acclaim,80,24,Generally favorable,,"Blown Deadline Productions,HBO Films,Knee Deep Productions,Home Box Office (HBO),Home Box Office Home Video (HBO),Home Box Office Home Video (HBO)",Charles S. Dutton,"Ed Burns,David Simon,David Mills","T.K. Carter,Khandi Alexander,Sean Nelson,Clarke Peters,Glenn Plummer,Toy Connor,Maria Broom,Sylvester Lee Kirk,Corey Parker Robinson,Reg E. Cathey,Charles S. Dutton,Tyra Ferrell,Delon Browne,Neko Parham,John Epps,Brian O'Neill,Tasha Smith,Cyrus Farmer,Bonita L. Cartwright,Robin Michelle McClamb"
1000360615,How to With John Wilson,2020-10-23,3.0,TV-MA,"Documentary,Comedy","The comedic documentary filmed in New York City features commentary and advice on such topics like small talk, scaffolding, memory, check splitting, cooking risotto, and furniture coverings.",30.0,"Hey, New York.",90.0,20,Universal acclaim,80,76,Generally favorable,,"Blow Out Productions,John's Movies,HBO Max,Home Box Office (HBO)",John Wilson,"John Wilson,Michael Koman,Alice Gregory,Susan Orlean,Conner O'Malley","John Wilson,Kyle MacLachlan,Justin A. Martell,Niko Nelson,Yanjaa Wintersoul,Ron Low,Cynthia Larson,Gabrielle Merken,Liz Schack,Jack Owoc,John Pizzi,Brad Neilley,Mariska Hargitay,Maggie Gyllenhaal,Christopher Meloni,Elon Musk,Martha Stewart,Travis Walton,Michael Bloomberg,Richard Fink IV"
1000359866,Genndy Tartakovsky's Primal,2019-10-07,3.0,TV-MA,"Animation,Action,Adventure,Drama,Fantasy,Horror",The prehistoric animated adventure miniseries from Genndy Tartakovsky follows a caveman as he bonds with a tyrannosaurus rex.,22.0,,90.0,13,Universal acclaim,83,221,Universal acclaim,,"Cartoon Network Studios,Williams Street,Adult Swim,Amazon Instant Video,Google Play,HBO España,HBO Max,Sky Go,Sky Ticket,Studio Distribution Services (SDS),Studio Distribution Services (SDS),TNT Comedy,WOW,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner TV Comedy,YouTube,iTunes",Genndy Tartakovsky,"Genndy Tartakovsky,Darrick Bachman,Bryan Andrews,David Krentz,Don Shank,Nagisa Koyama,Mark Andrews","Aaron LaPlante,Laëtitia Eïdo,Fred Tatasciore,Imari Williams,Amina Koroma,Hillary Hawkins,Tom Kenny,Jon Olson,Amanda Troop,Jacob Dudman,Adam Fergus,Boise Holmes,MyAnna Buring,Dave Fennoy,Giles Matthey,Vanessa Marshall,Darin De Paul,Ike Amadi,Jeremy Crutchley,Noah Kaye Bentley"
1000358181,The Vietnam War,2017-09-17,1.0,TV-MA,"Documentary,History,War","Ken Burns and Lynn Novick returns with a 10-part, 18-hour miniseries about the war features interviews, archival footage, home movies, photos, and audio clips. ",100.0,There is no single truth in war.,90.0,19,Universal acclaim,82,80,Universal acclaim,,"ARTE,Florentine Films,PBS Pictures,Public Broadcasting Service (PBS),The Vietnam Film Project,WETA,Public Broadcasting Service (PBS),ARTE Mediathek,ARTE Mediathek,ARTE,ARTE,Amazon Prime Video,EuroVideo,Google Play,Google Play,Netflix,Netflix,PBS Distribution,Yleisradio (YLE) / Tallennepalvelu,Yleisradio (YLE),YouTube,iTunes,iTunes","Ken Burns,Lynn Novick",Geoffrey C. Ward,"Peter Coyote,Huy Duc,James Willbanks,Duong Van Mai Elliott,Joachim Król,Josef Tratnik,Simon Roden,Ernst August Schepmann,Hans-Gerd Kilbinger,Maximilian Hilbrand,Renate Fuhrmann,Robert Steudtner,Bernt Hahn,John Musgrave,Phan Quang Tue,Karl Marlantes,Nguyen Ngoc,Bao Ninh,Bill Zimmerman,Leslie Gelb"
1000360288,The Last Dance,2020-04-19,1.0,TV-MA,"Documentary,Biography,History,Sport",The 10-part documentary series directed by Jason Hehir about Michael Jordan and the Chicago Bulls' 1997-98 championship season includes interviews and never-before-seen footage.,50.0,,90.0,13,Universal acclaim,88,264,Universal acclaim,,"ESPN Films,NBA Entertainment,Mandalay Sports Media (MSM),Netflix,Chicago Bulls,ESPN,Jump 23,ESPN (Entertainment & Sports Programming Network),Netflix",Jason Hehir,,"Michael Jordan,Phil Jackson,Scottie Pippen,David Aldridge,Steve Kerr,Michael Wilbon,Andrea Kremer,Deloris Jordan,Bill Wennington,John Paxson,Dennis Rodman,Bob Costas,Ahmad Rashad,David Stern,Jerry Reinsdorf,B.J. Armstrong,Sam Smith,Rick Telander,Mark Vancil,Magic Johnson"
1000301274,Battlestar Galactica (2003),2004-10-18,4.0,TV-14,"Action,Adventure,Drama,Sci-Fi","The Best Show on Television? Yes, according to Time Magazine, The National Review, Rolling Stone and New York Newsday. Praised by The New York Times, The New Yorker, The San Francisco Chronicle, The Chicago Tribune and many other publications, Battlestar Galactica won a prestigious Peabody Award in the spring of 2006.

Ronald D. Moore, the producer of Carnivale and writer for Star Trek: The Next Generation and Star Trek: Deep Space Nine, boldly re-imagined the original 1978 space opera of humans versus the robotic Cylons. He teamed up with fellow executive producer David Eick on a powerful and dramatic update of the Galactica story.

Gone are the technobabble, disco-themed costumes and Egyptian helmets of the original series. The modern show introduces new elements to the Galactica story. The Cylons have developed human-form models that are indistinguishable from real humans. The Cylons have a monotheistic religion in contrast to the polytheistic religion of the human Colonies. The approach is serious and intense, with a focus on tough political, philosophical and religious issues set in a tale that manages to keep the focus on realistic and not always perfect characters.In the miniseries, the Cylons launch a massive attack against the humans and wipe out the Twelve Colonies, sending the 47,000 survivors on a desperate search for the fabled 13th colony -- Earth.


Season One Overview

The Cylons declare war on humanity, wiping out billions in an unprovoked first strike. The Colonial fleet is all but eliminated leaving just a handful of ships, including the soon to be decommissioned battlestar Galactica. Galactica is manned by a crew that never expected to be involved in real duty.  With the president gone and the government all but eliminated, Laura Roslin, the Education Minister, takes on the mantle of President of the 12 Colonies.

Gaius Baltar, a top researcher in Artificial Intelligence, inadvertently betrayed humanity by allowing a Cylon agent into the defense network, rendering it and all of the Colonial military forces impotent in the face of the Cylon attacks.  He sees her everywhere when no one else can. He initially attributes this to stress-induced hallucinations. She tells him that she implanted a chip in his brain during their time on Caprica, which enables her to talk to him. Over the season Baltar falls in love with the Cylon, Number Six, eventually betraying humanity again and again.

A lone soldier is trapped on Cylon-occupied Caprica, having given up his seat on a transport for Baltar, as he believes that his own life is not as important as one of the greatest minds of their time. He struggles against the odds, trying to stay alive amid the hostile Cylons. He is surprised to learn that Sharon Valerii, the pilot of the transport, returned for him. However, the truth is that she is actually another human-form Cylon. Sharon and Helo spend the season trying to escape Caprica. Sharon also finds herself falling in love with her human target. The season ends with her pregnant and fighting to save his life.

Meanwhile, the copy of Sharon onboard Galactica (known as ""Boomer"") has set off several bombs and engaged in other acts of sabotage. The season ends with a stunning turn of events after a successful mission to disable a Cylon base ship.

For a more detailed overview of the first three seasons, visit the pinned thread titled ""Battlestar Galactica in Just Ten Minutes"" located in the forum.

Awards and critical praise

The 2003 miniseries was the highest-rated miniseries on the Sci Fi Channel (soon to be known as Syfy) at the time. It was also the most successful cable miniseries that TV season.The first regular season premiered to excellent viewer numbers and critical acclaim. After the midseason break in Season Two, the show received widespread recognition from the mainstream media, including several outlets not always known for their interest in science fiction. As mentioned above, Time Magazine named BSG the best show on television for 2005. Rolling Stone Magazine and New York Newsday also named BSG the best show of the year. Many other publications like the New York Times and the Chicago Tribune lavished praise on the series.The American Film Institute added the show to its list of the ten best television shows of 2005. The show won Emmy Awards in the usual sci-fi categories of special visual effects but it also received Emmy nominations for writing and directing. It also won a prestigious Peabody award for its general excellence in creativity in the television medium.

The Sci Fi Channel has used creative means to promote the series, including the release of certain episodes as free streaming video on the official website. In the month leading up to the start of Season Three, the Sci Fi Channel aired a Web-only series titled Battlestar Galactica: The Resistance. The brief, 2 to 3 minute episodes revealed key events from the time period between the Season Two finale and the Season Three premiere episode. Another Web-only series was shown on the official website in the lead-up to the Season 4.5 ""final"" episodes.

A Battlestar Galactica television movie, ""Razor"", was broadcast in late 2007, followed soon after with a release on DVD. The story followed the struggles of Admiral Cain and young Kendra Shaw as they tried to survive the Cylon attack on the Colonies. The hard-hitting movie was well received by fans and critics.

Even though the series ""ended"" on March 20, 2009, with the two-hour broadcast of ""Daybreak, Part 2"", the Sci Fi Channel (Syfy) will broadcast one final Battlestar Galactica television movie. ""The Plan"" is scheduled to air in the fall of 2009.

The Galactica franchise will live on, even after the final movie and DVD. A prequel series, Caprica, began production even before Battlestar Galactica ended. The pilot movie will be released as a stand-alone DVD in April 2009. The movie will later air on Syfy along with regular episodes of the new series in 2010. For more information about this look at the early days of the development of the Cylons on Caprica, please consult the separate guide for that series.

Original Broadcast History: Season One
October 18, 2004 - January 24, 2005 - 8:00 PM SKY One (UK)
January 14, 2005 - April 1, 2005 - Fridays @ 10:00 PM Sci Fi Channel (USA)",45.0,The fight to save humanity rages on.,89.0,62,Universal acclaim,89,956,Universal acclaim,Glen A. Larson,"British Sky Broadcasting (BSkyB),David Eick Productions,NBC Universal Television,R&D TV,Stanford Pictures (II),Universal Media Studios (UMS),The Sci-Fi Channel,Sky One,BBC America,CNBC-e,Chum Television,KVH Media Group,SF Channel,Sci Fi,Show TV,Super! Drama TV,Universal Pictures Home Entertainment (UPHE),Universal Pictures Home Entertainment (UPHE),Universal Pictures Home Entertainment (UPHE),Universal Pictures,Universal Pictures,VT4,Veronica,Atmosphere Visual Effects,Enigma Studios,Joel Echallier's SFX Studio,SFX Studio,Zoic Studios",,"Glen A. Larson,Ronald D. Moore,Carla Robinson,Bradley Thompson,David Weddle,Anne Cofell Saunders","Edward James Olmos,Mary McDonnell,Jamie Bamber,James Callis,Tricia Helfer,Grace Park,Katee Sackhoff,Michael Hogan,Aaron Douglas,Tahmoh Penikett,Alessandro Juliani,Kandyse McClure,Bodie Olmos,Donnelly Rhodes,Michael Trucco,Nicki Clyne,Leah Cairns,Rekha Sharma,Paul Campbell,Kate Vernon"
